sample	xhet	inferred	supplied
urn:wtsi:sample000147	0.148936	0	2
urn:wtsi:sample000148	0.276596	2	2
urn:wtsi:sample000149	0.276596	2	2
urn:wtsi:sample000150	0.239130	2	2
urn:wtsi:sample000151	0.020408	1	1
urn:wtsi:sample000152	0.000000	1	1
urn:wtsi:sample000153	0.000000	1	1
urn:wtsi:sample000154	0.333333	2	2
urn:wtsi:sample000155	0.021277	1	1
urn:wtsi:sample000156	0.021739	1	1
urn:wtsi:sample000157	0.217391	2	2
urn:wtsi:sample000158	0.021277	1	1
urn:wtsi:sample000159	0.000000	1	1
urn:wtsi:sample000160	0.170213	2	2
urn:wtsi:sample000161	0.020408	1	1
urn:wtsi:sample000162	0.276596	2	2
urn:wtsi:sample000163	0.239130	2	2
urn:wtsi:sample000164	0.020408	1	1
urn:wtsi:sample000165	0.021277	1	1
urn:wtsi:sample000166	0.208333	2	2
urn:wtsi:sample000167	0.040816	1	1
urn:wtsi:sample000168	0.104167	1	2
urn:wtsi:sample000169	0.319149	2	2
urn:wtsi:sample000170	0.291667	2	2
urn:wtsi:sample000171	0.000000	1	1
urn:wtsi:sample000172	0.020408	1	1
urn:wtsi:sample000173	0.244898	2	2
urn:wtsi:sample000174	0.044444	1	1
urn:wtsi:sample000175	0.355556	2	2
urn:wtsi:sample000176	0.250000	2	2
urn:wtsi:sample000177	0.255319	2	2
urn:wtsi:sample000178	0.163265	2	2
urn:wtsi:sample000179	0.020408	1	1
urn:wtsi:sample000180	0.020408	1	1
urn:wtsi:sample000181	0.155556	2	2
urn:wtsi:sample000182	0.042553	1	1
urn:wtsi:sample000183	0.148936	0	2
urn:wtsi:sample000184	0.021277	1	1
urn:wtsi:sample000185	0.000000	1	1
urn:wtsi:sample000186	0.041667	1	1
urn:wtsi:sample000187	0.234043	2	2
urn:wtsi:sample000188	0.291667	2	2
urn:wtsi:sample000189	0.020833	1	1
urn:wtsi:sample000190	0.250000	2	2
urn:wtsi:sample000191	0.021739	1	1
urn:wtsi:sample000192	0.208333	2	2
urn:wtsi:sample000193	0.204082	2	2
urn:wtsi:sample000194	0.041667	1	1
urn:wtsi:sample000195	0.020833	1	1
urn:wtsi:sample000196	0.204082	2	2
urn:wtsi:sample000197	0.000000	1	1
urn:wtsi:sample000198	0.148936	0	2
urn:wtsi:sample000199	0.340426	2	2
urn:wtsi:sample000200	0.320000	2	2
urn:wtsi:sample000201	0.229167	2	2
urn:wtsi:sample000202	0.260000	2	2
urn:wtsi:sample000203	0.021739	1	1
urn:wtsi:sample000204	0.040000	1	1
urn:wtsi:sample000205	0.020408	1	1
urn:wtsi:sample000206	0.043478	1	1
urn:wtsi:sample000207	0.244898	2	2
urn:wtsi:sample000208	0.191489	2	2
urn:wtsi:sample000209	0.183673	2	2
urn:wtsi:sample000210	0.040816	1	1
urn:wtsi:sample000211	0.040000	1	1
urn:wtsi:sample000212	0.062500	1	1
urn:wtsi:sample000213	0.042553	1	1
urn:wtsi:sample000214	0.000000	1	1
urn:wtsi:sample000215	0.000000	1	1
urn:wtsi:sample000216	0.250000	2	2
urn:wtsi:sample000217	0.229167	2	2
urn:wtsi:sample000218	0.250000	2	2
urn:wtsi:sample000219	0.285714	2	2
urn:wtsi:sample000220	0.173913	2	2
urn:wtsi:sample000221	0.282609	2	2
urn:wtsi:sample000222	0.204082	2	2
urn:wtsi:sample000223	0.000000	1	1
urn:wtsi:sample000224	0.043478	1	1
urn:wtsi:sample000225	0.270833	2	2
urn:wtsi:sample000226	0.000000	1	1
urn:wtsi:sample000227	0.000000	1	1
urn:wtsi:sample000228	0.195652	2	2
urn:wtsi:sample000229	0.265306	2	2
urn:wtsi:sample000230	0.021277	1	1
urn:wtsi:sample000231	0.021739	1	1
urn:wtsi:sample000232	0.020000	1	1
urn:wtsi:sample000233	0.166667	2	2
urn:wtsi:sample000234	0.265306	2	2
urn:wtsi:sample000235	0.021277	1	1
urn:wtsi:sample000236	0.020000	1	1
urn:wtsi:sample000237	0.291667	2	2
urn:wtsi:sample000238	0.020408	1	1
urn:wtsi:sample000239	0.000000	1	1
urn:wtsi:sample000240	0.021277	1	1
urn:wtsi:sample000241	0.021739	1	1
urn:wtsi:sample000242	0.000000	1	1
urn:wtsi:sample000243	0.244898	2	2
urn:wtsi:sample000244	0.250000	2	2
urn:wtsi:sample000245	0.020408	1	1
urn:wtsi:sample000246	0.041667	1	1
urn:wtsi:sample000247	0.250000	2	2
urn:wtsi:sample000248	0.020833	1	1
urn:wtsi:sample000249	0.020833	1	1
urn:wtsi:sample000250	0.021739	1	1
urn:wtsi:sample000251	0.020000	1	1
urn:wtsi:sample000252	0.173913	2	2
urn:wtsi:sample000253	0.282609	2	2
urn:wtsi:sample000254	0.291667	2	2
urn:wtsi:sample000255	0.042553	1	1
urn:wtsi:sample000256	0.187500	2	2
urn:wtsi:sample000257	0.208333	2	2
urn:wtsi:sample000258	0.000000	1	1
urn:wtsi:sample000259	0.208333	2	2
urn:wtsi:sample000260	0.106383	1	2
urn:wtsi:sample000261	0.020408	1	1
urn:wtsi:sample000262	0.260870	2	2
urn:wtsi:sample000263	0.000000	1	1
urn:wtsi:sample000264	0.346939	2	2
urn:wtsi:sample000265	0.297872	2	2
urn:wtsi:sample000266	0.220000	2	2
urn:wtsi:sample000267	0.181818	2	2
urn:wtsi:sample000268	0.020000	1	1
urn:wtsi:sample000269	0.020408	1	1
urn:wtsi:sample000270	0.000000	1	1
urn:wtsi:sample000271	0.229167	2	2
urn:wtsi:sample000272	0.240000	2	2
urn:wtsi:sample000273	0.361702	2	2
urn:wtsi:sample000274	0.208333	2	2
urn:wtsi:sample000275	0.000000	1	1
urn:wtsi:sample000276	0.220000	2	2
urn:wtsi:sample000277	0.276596	2	2
urn:wtsi:sample000278	0.276596	2	2
urn:wtsi:sample000279	0.304348	2	2
urn:wtsi:sample000280	0.255319	2	2
urn:wtsi:sample000281	0.000000	1	1
urn:wtsi:sample000282	0.416667	2	2
urn:wtsi:sample000283	0.276596	2	2
urn:wtsi:sample000284	0.000000	1	1
urn:wtsi:sample000285	0.020408	1	1
urn:wtsi:sample000286	0.234043	2	2
urn:wtsi:sample000287	0.250000	2	2
urn:wtsi:sample000288	0.250000	2	2
urn:wtsi:sample000289	0.380000	2	2
urn:wtsi:sample000290	0.062500	1	1
urn:wtsi:sample000291	0.040816	1	1
urn:wtsi:sample000292	0.044444	1	1
urn:wtsi:sample000293	0.148936	0	2
urn:wtsi:sample000294	0.000000	1	1
urn:wtsi:sample000295	0.311111	2	2
urn:wtsi:sample000296	0.020408	1	1
urn:wtsi:sample000297	0.000000	1	1
urn:wtsi:sample000298	0.021277	1	1
urn:wtsi:sample000299	0.224490	2	2
urn:wtsi:sample000300	0.021277	1	1
urn:wtsi:sample000301	0.020408	1	1
urn:wtsi:sample000302	0.021739	1	1
urn:wtsi:sample000303	0.021277	1	1
urn:wtsi:sample000304	0.021277	1	1
urn:wtsi:sample000305	0.042553	1	1
urn:wtsi:sample000306	0.000000	1	1
urn:wtsi:sample000307	0.021277	1	1
urn:wtsi:sample000308	0.204082	2	2
urn:wtsi:sample000309	0.212766	2	2
urn:wtsi:sample000310	0.000000	1	1
urn:wtsi:sample000311	0.000000	1	1
urn:wtsi:sample000312	0.000000	1	1
urn:wtsi:sample000313	0.183673	2	2
urn:wtsi:sample000314	0.183673	2	2
urn:wtsi:sample000315	0.250000	2	2
urn:wtsi:sample000316	0.020000	1	1
urn:wtsi:sample000317	0.191489	2	2
urn:wtsi:sample000318	0.062500	1	1
urn:wtsi:sample000319	0.270833	2	2
urn:wtsi:sample000320	0.000000	1	1
urn:wtsi:sample000321	0.255319	2	2
urn:wtsi:sample000322	0.040816	1	1
urn:wtsi:sample000323	0.022222	1	1
urn:wtsi:sample000324	0.000000	1	1
urn:wtsi:sample000325	0.000000	1	1
urn:wtsi:sample000326	0.020408	1	1
urn:wtsi:sample000327	0.041667	1	1
urn:wtsi:sample000328	0.208333	2	2
urn:wtsi:sample000329	0.260000	2	2
urn:wtsi:sample000330	0.204082	2	2
urn:wtsi:sample000331	0.042553	1	1
urn:wtsi:sample000332	0.148936	0	2
urn:wtsi:sample000333	0.000000	1	1
urn:wtsi:sample000334	0.240000	2	2
urn:wtsi:sample000335	0.020408	1	1
urn:wtsi:sample000336	0.255319	2	2
urn:wtsi:sample000337	0.170213	2	2
urn:wtsi:sample000338	0.333333	2	2
urn:wtsi:sample000339	0.000000	1	1
urn:wtsi:sample000340	0.304348	2	2
urn:wtsi:sample000341	0.361702	2	2
urn:wtsi:sample000342	0.212766	2	2
urn:wtsi:sample000343	0.020833	1	1
urn:wtsi:sample000344	0.208333	2	2
urn:wtsi:sample000345	0.276596	2	2
urn:wtsi:sample000346	0.020833	1	1
urn:wtsi:sample000347	0.212766	2	2
urn:wtsi:sample000348	0.000000	1	1
urn:wtsi:sample000349	0.041667	1	2
urn:wtsi:sample000350	0.183673	2	2
urn:wtsi:sample000351	0.020000	1	1
urn:wtsi:sample000352	0.081633	1	1
urn:wtsi:sample000353	0.000000	1	1
urn:wtsi:sample000354	0.333333	2	2
urn:wtsi:sample000355	0.000000	1	1
urn:wtsi:sample000356	0.020000	1	1
urn:wtsi:sample000357	0.152174	2	2
urn:wtsi:sample000358	0.125000	0	2
urn:wtsi:sample000359	0.125000	0	2
urn:wtsi:sample000360	0.108696	0	2
urn:wtsi:sample000361	0.000000	1	1
urn:wtsi:sample000362	0.255319	2	2
urn:wtsi:sample000363	0.000000	1	1
urn:wtsi:sample000364	0.000000	1	1
urn:wtsi:sample000365	0.020408	1	1
urn:wtsi:sample000366	0.395833	2	2
urn:wtsi:sample000367	0.255319	2	2
urn:wtsi:sample000368	0.022222	1	1
urn:wtsi:sample000369	0.170213	2	2
urn:wtsi:sample000370	0.020833	1	1
urn:wtsi:sample000371	0.000000	1	1
urn:wtsi:sample000372	0.140000	0	2
urn:wtsi:sample000373	0.020000	1	1
urn:wtsi:sample000374	0.270833	2	2
urn:wtsi:sample000375	0.040816	1	1
urn:wtsi:sample000376	0.090909	1	1
urn:wtsi:sample000377	0.319149	2	2
urn:wtsi:sample000378	0.170213	2	2
urn:wtsi:sample000379	0.270833	2	2
urn:wtsi:sample000380	0.347826	2	2
urn:wtsi:sample000381	0.291667	2	2
urn:wtsi:sample000382	0.020408	1	1
urn:wtsi:sample000383	0.163265	2	2
urn:wtsi:sample000384	0.043478	1	1
urn:wtsi:sample000385	0.291667	2	2
urn:wtsi:sample000386	0.040816	1	1
urn:wtsi:sample000387	0.187500	2	2
urn:wtsi:sample000388	0.180000	2	2
urn:wtsi:sample000389	0.291667	2	2
urn:wtsi:sample000390	0.354167	2	2
urn:wtsi:sample000391	0.020408	1	1
urn:wtsi:sample000392	0.312500	2	2
urn:wtsi:sample000393	0.020408	1	1
urn:wtsi:sample000394	0.020408	1	1
urn:wtsi:sample000395	0.021277	1	1
urn:wtsi:sample000396	0.021739	1	1
urn:wtsi:sample000397	0.220000	2	2
urn:wtsi:sample000398	0.044444	1	1
urn:wtsi:sample000399	0.022222	1	1
urn:wtsi:sample000400	0.020833	1	1
urn:wtsi:sample000401	0.306122	2	2
urn:wtsi:sample000402	0.000000	1	1
urn:wtsi:sample000403	0.204082	2	2
urn:wtsi:sample000404	0.020000	1	1
urn:wtsi:sample000405	0.446809	2	2
urn:wtsi:sample000406	0.000000	1	1
urn:wtsi:sample000407	0.000000	1	1
urn:wtsi:sample000408	0.208333	2	2
urn:wtsi:sample000409	0.000000	1	1
urn:wtsi:sample000410	0.000000	1	1
urn:wtsi:sample000411	0.229167	2	2
urn:wtsi:sample000412	0.260000	2	2
urn:wtsi:sample000413	0.297872	2	2
urn:wtsi:sample000414	0.306122	2	2
urn:wtsi:sample000415	0.000000	1	1
urn:wtsi:sample000416	0.000000	1	1
urn:wtsi:sample000417	0.000000	1	1
urn:wtsi:sample000418	0.000000	1	1
urn:wtsi:sample000419	0.040816	1	1
urn:wtsi:sample000420	0.000000	1	1
urn:wtsi:sample000421	0.276596	2	2
urn:wtsi:sample000422	0.229167	2	2
urn:wtsi:sample000423	0.187500	2	2
urn:wtsi:sample000424	0.040816	1	1
urn:wtsi:sample000425	0.276596	2	2
urn:wtsi:sample000426	0.187500	2	2
urn:wtsi:sample000427	0.000000	1	1
urn:wtsi:sample000428	0.021739	1	1
urn:wtsi:sample000429	0.021277	1	1
urn:wtsi:sample000430	0.021277	1	1
urn:wtsi:sample000431	0.000000	1	1
urn:wtsi:sample000432	0.163265	2	2
urn:wtsi:sample000433	0.326531	2	2
urn:wtsi:sample000434	0.291667	2	2
urn:wtsi:sample000435	0.108696	0	2
urn:wtsi:sample000436	0.000000	1	1
urn:wtsi:sample000437	0.020833	1	1
urn:wtsi:sample000438	0.250000	2	2
urn:wtsi:sample000439	0.000000	1	1
urn:wtsi:sample000440	0.208333	2	2
urn:wtsi:sample000441	0.020833	1	1
urn:wtsi:sample000442	0.021739	1	1
urn:wtsi:sample000443	0.204082	2	2
urn:wtsi:sample000444	0.270833	2	2
urn:wtsi:sample000445	0.160000	2	2
urn:wtsi:sample000446	0.040816	1	1
urn:wtsi:sample000447	0.000000	1	1
urn:wtsi:sample000448	0.020408	1	1
urn:wtsi:sample000449	0.041667	1	1
urn:wtsi:sample000450	0.041667	1	1
urn:wtsi:sample000451	0.021277	1	1
urn:wtsi:sample000452	0.266667	2	2
urn:wtsi:sample000453	0.212766	2	2
urn:wtsi:sample000454	0.000000	1	1
urn:wtsi:sample000455	0.312500	2	2
urn:wtsi:sample000456	0.000000	1	1
urn:wtsi:sample000457	0.043478	1	1
urn:wtsi:sample000458	0.387755	2	2
urn:wtsi:sample000459	0.043478	1	1
urn:wtsi:sample000460	0.020833	1	1
urn:wtsi:sample000461	0.270833	2	2
urn:wtsi:sample000462	0.285714	2	2
urn:wtsi:sample000463	0.021277	1	1
urn:wtsi:sample000464	0.042553	1	1
urn:wtsi:sample000465	0.063830	1	1
urn:wtsi:sample000466	0.020833	1	1
urn:wtsi:sample000467	0.000000	1	1
urn:wtsi:sample000468	0.224490	2	2
urn:wtsi:sample000469	0.217391	2	2
urn:wtsi:sample000470	0.297872	2	2
urn:wtsi:sample000471	0.000000	1	1
urn:wtsi:sample000472	0.000000	1	1
urn:wtsi:sample000473	0.326531	2	2
urn:wtsi:sample000474	0.333333	2	2
urn:wtsi:sample000475	0.041667	1	1
urn:wtsi:sample000476	0.239130	2	2
urn:wtsi:sample000477	0.046512	1	1
urn:wtsi:sample000478	0.333333	2	2
urn:wtsi:sample000479	0.239130	2	2
urn:wtsi:sample000480	0.021277	1	1
urn:wtsi:sample000481	0.420000	2	2
urn:wtsi:sample000482	0.200000	2	2
urn:wtsi:sample000483	0.020833	1	1
urn:wtsi:sample000484	0.042553	1	1
urn:wtsi:sample000485	0.240000	2	2
urn:wtsi:sample000486	0.000000	1	1
urn:wtsi:sample000487	0.187500	2	2
urn:wtsi:sample000488	0.081633	1	1
urn:wtsi:sample000489	0.326531	2	2
urn:wtsi:sample000490	0.020833	1	1
urn:wtsi:sample000491	0.020833	1	1
urn:wtsi:sample000492	0.260000	2	2
urn:wtsi:sample000493	0.142857	0	2
urn:wtsi:sample000494	0.180000	2	2
urn:wtsi:sample000495	0.020833	1	1
urn:wtsi:sample000496	0.239130	2	2
urn:wtsi:sample000497	0.000000	1	1
urn:wtsi:sample000498	0.347826	2	2
urn:wtsi:sample000499	0.122449	0	2
urn:wtsi:sample000500	0.020833	1	1
urn:wtsi:sample000501	0.020408	1	1
urn:wtsi:sample000502	0.240000	2	2
urn:wtsi:sample000503	0.291667	2	2
urn:wtsi:sample000504	0.000000	1	1
urn:wtsi:sample000505	0.244898	2	2
urn:wtsi:sample000506	0.148936	0	2
urn:wtsi:sample000507	0.000000	1	1
urn:wtsi:sample000508	0.148936	0	2
urn:wtsi:sample000509	0.000000	1	1
urn:wtsi:sample000510	0.020833	1	1
urn:wtsi:sample000511	0.021277	1	1
urn:wtsi:sample000512	0.020833	1	1
urn:wtsi:sample000513	0.212766	2	2
urn:wtsi:sample000514	0.044444	1	1
urn:wtsi:sample000515	0.224490	2	2
urn:wtsi:sample000516	0.000000	1	1
urn:wtsi:sample000517	0.200000	2	2
urn:wtsi:sample000518	0.020408	1	1
urn:wtsi:sample000519	0.319149	2	2
urn:wtsi:sample000520	0.391304	2	2
urn:wtsi:sample000521	0.208333	2	2
urn:wtsi:sample000522	0.021277	1	1
urn:wtsi:sample000523	0.333333	2	2
urn:wtsi:sample000524	0.260870	2	2
urn:wtsi:sample000525	0.377778	2	2
urn:wtsi:sample000526	0.020833	1	1
urn:wtsi:sample000527	0.020833	1	1
urn:wtsi:sample000528	0.340426	2	2
urn:wtsi:sample000529	0.021277	1	1
urn:wtsi:sample000530	0.000000	1	1
urn:wtsi:sample000531	0.000000	1	1
urn:wtsi:sample000532	0.040816	1	1
urn:wtsi:sample000533	0.000000	1	1
urn:wtsi:sample000534	0.260000	2	2
urn:wtsi:sample000535	0.000000	1	1
urn:wtsi:sample000536	0.083333	1	1
urn:wtsi:sample000537	0.021739	1	1
urn:wtsi:sample000538	0.021277	1	1
urn:wtsi:sample000539	0.000000	1	1
urn:wtsi:sample000540	0.042553	1	1
urn:wtsi:sample000541	0.022222	1	1
urn:wtsi:sample000542	0.000000	1	1
urn:wtsi:sample000543	0.022222	1	1
urn:wtsi:sample000544	0.191489	2	2
urn:wtsi:sample000545	0.187500	2	2
urn:wtsi:sample000546	0.173913	2	2
urn:wtsi:sample000547	0.021277	1	1
urn:wtsi:sample000548	0.102041	1	2
urn:wtsi:sample000549	0.160000	2	2
urn:wtsi:sample000550	0.265306	2	2
urn:wtsi:sample000551	0.250000	2	2
urn:wtsi:sample000552	0.212766	2	2
urn:wtsi:sample000553	0.212766	2	2
urn:wtsi:sample000554	0.265306	2	2
urn:wtsi:sample000555	0.244898	2	2
urn:wtsi:sample000556	0.020000	1	1
urn:wtsi:sample000557	0.395833	2	2
urn:wtsi:sample000558	0.291667	2	2
urn:wtsi:sample000559	0.297872	2	2
urn:wtsi:sample000560	0.020833	1	1
urn:wtsi:sample000561	0.183673	2	2
urn:wtsi:sample000562	0.000000	1	1
urn:wtsi:sample000563	0.391304	2	2
urn:wtsi:sample000564	0.000000	1	1
urn:wtsi:sample000565	0.020408	1	1
urn:wtsi:sample000566	0.020408	1	1
urn:wtsi:sample000567	0.270833	2	2
urn:wtsi:sample000568	0.000000	1	1
urn:wtsi:sample000569	0.361702	2	2
urn:wtsi:sample000570	0.468085	2	2
urn:wtsi:sample000571	0.270833	2	2
urn:wtsi:sample000572	0.163265	2	2
urn:wtsi:sample000573	0.187500	2	2
urn:wtsi:sample000574	0.000000	1	1
urn:wtsi:sample000575	0.022222	1	1
urn:wtsi:sample000576	0.000000	1	1
urn:wtsi:sample000577	0.212766	2	2
urn:wtsi:sample000578	0.020833	1	1
urn:wtsi:sample000579	0.042553	1	1
urn:wtsi:sample000580	0.000000	1	1
urn:wtsi:sample000581	0.166667	2	2
urn:wtsi:sample000582	0.270833	2	2
urn:wtsi:sample000583	0.220000	2	2
urn:wtsi:sample000584	0.104167	1	1
urn:wtsi:sample000585	0.160000	2	2
urn:wtsi:sample000586	0.152174	2	2
urn:wtsi:sample000587	0.020833	1	1
urn:wtsi:sample000588	0.020408	1	1
urn:wtsi:sample000589	0.020408	1	1
urn:wtsi:sample000590	0.187500	2	2
urn:wtsi:sample000591	0.062500	1	1
urn:wtsi:sample000592	0.020408	1	1
urn:wtsi:sample000593	0.212766	2	2
urn:wtsi:sample000594	0.122449	0	2
urn:wtsi:sample000595	0.000000	1	1
urn:wtsi:sample000596	0.208333	2	2
urn:wtsi:sample000597	0.170213	2	2
urn:wtsi:sample000598	0.152174	2	2
urn:wtsi:sample000599	0.000000	1	1
urn:wtsi:sample000600	0.297872	2	2
urn:wtsi:sample000601	0.020408	1	1
urn:wtsi:sample000602	0.204082	2	2
urn:wtsi:sample000603	0.306122	2	2
urn:wtsi:sample000604	0.229167	2	2
urn:wtsi:sample000605	0.021277	1	1
urn:wtsi:sample000606	0.244898	2	2
urn:wtsi:sample000607	0.020833	1	1
urn:wtsi:sample000608	0.270833	2	2
urn:wtsi:sample000609	0.282609	2	2
urn:wtsi:sample000610	0.183673	2	2
urn:wtsi:sample000611	0.000000	1	1
urn:wtsi:sample000612	0.282609	2	2
urn:wtsi:sample000613	0.021739	1	1
urn:wtsi:sample000614	0.020000	1	1
urn:wtsi:sample000615	0.106383	1	2
urn:wtsi:sample000616	0.020000	1	1
urn:wtsi:sample000617	0.021277	1	1
urn:wtsi:sample000618	0.000000	1	1
urn:wtsi:sample000619	0.195652	2	2
urn:wtsi:sample000620	0.040000	1	1
urn:wtsi:sample000621	0.160000	2	2
urn:wtsi:sample000622	0.220000	2	2
urn:wtsi:sample000623	0.020000	1	1
urn:wtsi:sample000624	0.000000	1	1
urn:wtsi:sample000625	0.020000	1	1
urn:wtsi:sample000626	0.276596	2	2
urn:wtsi:sample000627	0.000000	1	1
urn:wtsi:sample000628	0.000000	1	1
urn:wtsi:sample000629	0.255319	2	2
urn:wtsi:sample000630	0.000000	1	1
urn:wtsi:sample000631	0.319149	2	2
urn:wtsi:sample000632	0.340426	2	2
urn:wtsi:sample000633	0.000000	1	1
urn:wtsi:sample000634	0.000000	1	1
