sample	xhet	inferred	supplied
sample_00560	0.287814	NA	2
sample_00561	0.25151	NA	2
sample_00562	0.008459	NA	1
sample_00563	0.259831	NA	2
sample_00564	0.009467	NA	1
sample_00565	0.009789	NA	1
sample_00566	0.207186	NA	2
sample_00567	0.271826	NA	2
sample_00568	0.245337	NA	2
sample_00569	0.008944	NA	1
sample_00570	0.010073	NA	1
sample_00571	0.25409	NA	2
sample_00572	0.23218	NA	2
sample_00573	0.01083	NA	1
sample_00574	0.011145	NA	1
sample_00575	0.010498	NA	1
sample_00576	0.264411	NA	2
sample_00577	0.010708	NA	1
sample_00578	0.248163	NA	2
sample_00579	0.114314	NA	2
sample_00580	0.008801	NA	1
sample_00581	0.262304	NA	2
sample_00582	0.268308	NA	2
sample_00583	0.010471	NA	1
sample_00584	0.23191	NA	2
sample_00585	0.010913	NA	1
sample_00586	0.009402	NA	1
sample_00587	0.229014	NA	2
sample_00588	0.007352	NA	1
sample_00589	0.247718	NA	2
sample_00590	0.212959	NA	2
sample_00591	0.010155	NA	1
sample_00592	0.00854	NA	1
sample_00593	0.010493	NA	1
sample_00594	0.010491	NA	1
sample_00595	0.011978	NA	1
sample_00596	0.18028	NA	2
sample_00597	0.241879	NA	2
sample_00598	0.242723	NA	2
sample_00599	0.230486	NA	2
sample_00600	0.010538	NA	1
sample_00601	0.010381	NA	1
sample_00602	0.013206	NA	1
sample_00603	0.191885	NA	2
sample_00604	0.237419	NA	2
sample_00605	0.252134	NA	2
sample_00606	0.280255	NA	2
sample_00607	0.287295	NA	2
sample_00608	0.254653	NA	2
sample_00609	0.299958	NA	2
sample_00610	0.010689	NA	1
sample_00611	0.264549	NA	2
sample_00612	0.009896	NA	1
sample_00613	0.008824	NA	1
sample_00614	0.011816	NA	1
sample_00615	0.008978	NA	1
sample_00616	0.009187	NA	1
sample_00617	0.012157	NA	1
sample_00618	0.241837	NA	2
sample_00619	0.263074	NA	2
sample_00620	0.226506	NA	2
sample_00621	0.230789	NA	2
sample_00622	0.108335	NA	1
sample_00623	0.264164	NA	2
sample_00624	0.324859	NA	2
sample_00625	0.007047	NA	1
sample_00626	0.265093	NA	2
sample_00627	0.288574	NA	2
sample_00628	0.01119	NA	1
sample_00629	0.010811	NA	1
sample_00630	0.0104	NA	1
sample_00631	0.008882	NA	1
sample_00632	0.102069	NA	2
sample_00633	0.232584	NA	2
sample_00634	0.009592	NA	1
sample_00635	0.269425	NA	2
sample_00636	0.234886	NA	2
sample_00637	0.011531	NA	1
sample_00638	0.01247	NA	1
sample_00639	0.24126	NA	2
sample_00640	0.256401	NA	2
sample_00641	0.010668	NA	1
sample_00642	0.011411	NA	1
sample_00643	0.010664	NA	1
sample_00644	0.198091	NA	2
sample_00645	0.186304	NA	2
sample_00646	0.008567	NA	1
sample_00647	0.006271	NA	1
sample_00648	0.221996	NA	2
sample_00649	0.010599	NA	1
sample_00650	0.265223	NA	2
sample_00651	0.01115	NA	1
sample_00652	0.250488	NA	2
sample_00653	0.011655	NA	1
sample_00654	0.253892	NA	2
sample_00655	0.010786	NA	1
sample_00656	0.010976	NA	1
sample_00657	0.009709	NA	1
sample_00658	0.009273	NA	1
sample_00659	0.008632	NA	1
sample_00660	0.012277	NA	1
sample_00661	0.009993	NA	1
sample_00662	0.328265	NA	2
sample_00663	0.010519	NA	1
sample_00664	0.011268	NA	1
sample_00665	0.009652	NA	1
sample_00666	0.011591	NA	1
sample_00667	0.214176	NA	2
sample_00668	0.010274	NA	1
sample_00669	0.265509	NA	2
sample_00670	0.010698	NA	1
sample_00671	0.007238	NA	1
sample_00672	0.010127	NA	1
sample_00673	0.226291	NA	2
sample_00674	0.258481	NA	2
sample_00675	0.128825	NA	2
sample_00676	0.28496	NA	2
sample_00677	0.010498	NA	1
sample_00678	0.200065	NA	2
sample_00679	0.010737	NA	1
sample_00680	0.114371	NA	1
sample_00681	0.187154	NA	2
sample_00682	0.009751	NA	1
sample_00683	0.009125	NA	1
sample_00684	0.237474	NA	2
sample_00685	0.011092	NA	1
sample_00686	0.245451	NA	2
sample_00687	0.244287	NA	2
sample_00688	0.248042	NA	2
sample_00689	0.010922	NA	1
sample_00690	0.012137	NA	1
sample_00691	0.202395	NA	2
sample_00692	0.219814	NA	2
sample_00693	0.008573	NA	1
sample_00694	0.01394	NA	1
sample_00695	0.010602	NA	1
sample_00696	0.008892	NA	1
sample_00697	0.008442	NA	1
sample_00698	0.008622	NA	1
sample_00699	0.269935	NA	2
sample_00700	0.009334	NA	1
sample_00701	0.010257	NA	1
sample_00702	0.012692	NA	1
sample_00703	0.011327	NA	1
sample_00704	0.00922	NA	1
sample_00705	0.011677	NA	1
sample_00706	0.013469	NA	1
sample_00707	0.309907	NA	2
sample_00708	0.237469	NA	2
sample_00709	0.011905	NA	1
sample_00710	0.008555	NA	1
sample_00711	0.266996	NA	2
sample_00712	0.006938	NA	1
sample_00713	0.01014	NA	1
sample_00714	0.007767	NA	1
sample_00715	0.266997	NA	2
sample_00716	0.264302	NA	2
sample_00717	0.009072	NA	1
sample_00718	0.010314	NA	1
sample_00719	0.007887	NA	1
sample_00720	0.257695	NA	2
sample_00721	0.008549	NA	1
sample_00722	0.249315	NA	2
sample_00723	0.009043	NA	1
sample_00724	0.010792	NA	1
sample_00725	0.271293	NA	2
sample_00726	0.312522	NA	2
sample_00727	0.012752	NA	1
sample_00728	0.008939	NA	1
sample_00729	0.169287	NA	2
sample_00730	0.274436	NA	2
sample_00731	0.203947	NA	2
sample_00732	0.253749	NA	2
sample_00733	0.008453	NA	1
sample_00734	0.008991	NA	1
sample_00735	0.010156	NA	1
sample_00736	0.011764	NA	1
sample_00737	0.010199	NA	1
sample_00738	0.233281	NA	2
sample_00739	0.270677	NA	2
sample_00740	0.007919	NA	1
sample_00741	0.011096	NA	1
sample_00742	0.297053	NA	2
sample_00743	0.281393	NA	2
sample_00744	0.278671	NA	2
sample_00745	0.010251	NA	1
sample_00746	0.27677	NA	2
sample_00747	0.007399	NA	1
sample_00748	0.247898	NA	2
sample_00749	0.013422	NA	1
sample_00750	0.007023	NA	1
sample_00751	0.009389	NA	1
sample_00752	0.265979	NA	2
sample_00753	0.011015	NA	1
sample_00754	0.266082	NA	2
sample_00755	0.011787	NA	1
sample_00756	0.127212	NA	1
sample_00757	0.250787	NA	2
sample_00758	0.233564	NA	2
sample_00759	0.268224	NA	2
sample_00760	0.195311	NA	2
sample_00761	0.241771	NA	2
sample_00762	0.221515	NA	2
sample_00763	0.279415	NA	2
sample_00764	0.128536	NA	2
sample_00765	0.012153	NA	1
sample_00766	0.009218	NA	1
sample_00767	0.008632	NA	1
sample_00768	0.011237	NA	1
sample_00769	0.010226	NA	1
sample_00770	0.258671	NA	2
sample_00771	0.011177	NA	1
sample_00772	0.322373	NA	2
sample_00773	0.188409	NA	2
sample_00774	0.104414	NA	1
sample_00775	0.238452	NA	2
sample_00776	0.217352	NA	2
sample_00777	0.011041	NA	1
sample_00778	0.287072	NA	2
sample_00779	0.241718	NA	2
sample_00780	0.245142	NA	2
sample_00781	0.011751	NA	1
sample_00782	0.282059	NA	2
sample_00783	0.223752	NA	2
sample_00784	0.010018	NA	1
sample_00785	0.00979	NA	1
sample_00786	0.262163	NA	2
sample_00787	0.220637	NA	2
sample_00788	0.286506	NA	2
sample_00789	0.21131	NA	2
sample_00790	0.011121	NA	1
sample_00791	0.25985	NA	2
sample_00792	0.010904	NA	1
sample_00793	0.242128	NA	2
sample_00794	0.012024	NA	1
sample_00795	0.010683	NA	1
sample_00796	0.008783	NA	1
sample_00797	0.222947	NA	2
sample_00798	0.010492	NA	1
sample_00799	0.225296	NA	2
sample_00800	0.241234	NA	2
sample_00801	0.194731	NA	2
sample_00802	0.01187	NA	1
sample_00803	0.011953	NA	1
sample_00804	0.22609	NA	2
sample_00805	0.011741	NA	1
sample_00806	0.222754	NA	2
sample_00807	0.264212	NA	2
sample_00808	0.185987	NA	2
sample_00809	0.009442	NA	1
sample_00810	0.006897	NA	1
sample_00811	0.210544	NA	2
sample_00812	0.011131	NA	1
sample_00813	0.269588	NA	2
sample_00814	0.011384	NA	1
sample_00815	0.010501	NA	1
sample_00816	0.008842	NA	1
sample_00817	0.221828	NA	2
sample_00818	0.008263	NA	1
sample_00819	0.010314	NA	1
sample_00820	0.244451	NA	2
sample_00821	0.011308	NA	1
sample_00822	0.006619	NA	1
sample_00823	0.250933	NA	2
sample_00824	0.266085	NA	2
sample_00825	0.008399	NA	1
sample_00826	0.009019	NA	1
sample_00827	0.011346	NA	1
sample_00828	0.103316	NA	1
sample_00829	0.195571	NA	2
sample_00830	0.255497	NA	2
sample_00831	0.011705	NA	1
sample_00832	0.213753	NA	2
sample_00833	0.259958	NA	2
sample_00834	0.293146	NA	2
sample_00835	0.225544	NA	2
sample_00836	0.010301	NA	1
sample_00837	0.208198	NA	2
sample_00838	0.009947	NA	1
sample_00839	0.257195	NA	2
sample_00840	0.216986	NA	2
sample_00841	0.224205	NA	2
sample_00842	0.257217	NA	2
sample_00843	0.011406	NA	1
sample_00844	0.167654	NA	2
sample_00845	0.011024	NA	1
sample_00846	0.010125	NA	1
sample_00847	0.009566	NA	1
sample_00848	0.006746	NA	1
sample_00849	0.011299	NA	1
sample_00850	0.236974	NA	2
sample_00851	0.24374	NA	2
sample_00852	0.011843	NA	1
sample_00853	0.006087	NA	1
sample_00854	0.208413	NA	2
sample_00855	0.222671	NA	2
sample_00856	0.010946	NA	1
sample_00857	0.252304	NA	2
sample_00858	0.256885	NA	2
sample_00859	0.1082	NA	2
sample_00860	0.008716	NA	1
sample_00861	0.009512	NA	1
sample_00862	0.011265	NA	1
sample_00863	0.007457	NA	1
sample_00864	0.239001	NA	2
sample_00865	0.010379	NA	1
sample_00866	0.231929	NA	2
sample_00867	0.012278	NA	1
sample_00868	0.009455	NA	1
sample_00869	0.229726	NA	2
sample_00870	0.273721	NA	2
sample_00871	0.007527	NA	1
sample_00872	0.008661	NA	1
sample_00873	0.00945	NA	1
