# Sequenom identity comparison	MIN_SNPS:10	PASS_THRESHOLD:0.9
# sample	common SNPs	matching calls	concordance	result
plate10_G04_s000894	.	.	.	Unavailable
plate08_C06_s000714	.	.	.	Unavailable
plate10_B10_s000937	.	.	.	Unavailable
plate10_A10_s000936	.	.	.	Unavailable
plate01_E05_s000036	.	.	.	Unavailable
plate10_F08_s000925	.	.	.	Unavailable
plate02_H07_s000151	.	.	.	Unavailable
plate02_H04_s000127	.	.	.	Unavailable
plate05_G04_s000414	.	.	.	Unavailable
plate07_G07_s000630	.	.	.	Unavailable
plate07_A07_s000624	.	.	.	Unavailable
plate08_B03_s000689	.	.	.	Unavailable
plate02_C04_s000122	.	.	.	Unavailable
plate06_H10_s000559	.	.	.	Unavailable
plate05_G01_s000390	.	.	.	Unavailable
plate04_H01_s000295	.	.	.	Unavailable
plate04_E12_s000380	.	.	.	Unavailable
plate03_D03_s000211	.	.	.	Unavailable
plate08_F02_s000685	.	.	.	Unavailable
plate02_E03_s000116	.	.	.	Unavailable
plate07_G04_s000606	.	.	.	Unavailable
plate06_F12_s000573	.	.	.	Unavailable
plate04_H04_s000319	.	.	.	Unavailable
plate06_C02_s000490	.	.	.	Unavailable
plate04_C12_s000378	.	.	.	Unavailable
plate02_B03_s000113	.	.	.	Unavailable
plate09_D11_s000851	.	.	.	Unavailable
plate03_A02_s000200	.	.	.	Unavailable
plate01_A10_s000072	.	.	.	Unavailable
plate01_C01_s000002	.	.	.	Unavailable
plate06_G08_s000542	.	.	.	Unavailable
plate05_G11_s000470	.	.	.	Unavailable
plate10_C02_s000874	.	.	.	Unavailable
plate05_C11_s000466	.	.	.	Unavailable
plate01_B06_s000041	.	.	.	Unavailable
plate07_C08_s000634	.	.	.	Unavailable
plate06_B04_s000505	.	.	.	Unavailable
plate06_A04_s000504	.	.	.	Unavailable
plate04_G07_s000342	.	.	.	Unavailable
plate10_G01_s000870	.	.	.	Unavailable
plate07_C02_s000586	.	.	.	Unavailable
plate05_F07_s000437	.	.	.	Unavailable
plate01_H11_s000087	.	.	.	Unavailable
plate08_A08_s000728	.	.	.	Unavailable
plate06_G05_s000518	.	.	.	Unavailable
plate02_F01_s000101	.	.	.	Unavailable
plate08_G10_s000750	.	.	.	Unavailable
plate08_E10_s000748	.	.	.	Unavailable
plate01_H04_s000031	.	.	.	Unavailable
plate04_E01_s000292	.	.	.	Unavailable
plate06_H11_s000567	.	.	.	Unavailable
plate08_D10_s000747	.	.	.	Unavailable
plate06_F09_s000549	.	.	.	Unavailable
plate04_B08_s000345	.	.	.	Unavailable
plate05_F05_s000421	.	.	.	Unavailable
plate06_H09_s000551	.	.	.	Unavailable
plate01_A06_s000040	.	.	.	Unavailable
plate01_F12_s000093	.	.	.	Unavailable
plate02_F07_s000149	.	.	.	Unavailable
plate09_G10_s000846	.	.	.	Unavailable
plate09_F05_s000805	.	.	.	Unavailable
plate09_E03_s000788	.	.	.	Unavailable
plate05_B05_s000417	.	.	.	Unavailable
plate11_F03_s000981	.	.	.	Unavailable
plate04_B03_s000305	.	.	.	Unavailable
plate06_F06_s000525	.	.	.	Unavailable
plate11_F02_s000973	.	.	.	Unavailable
plate07_F12_s000669	.	.	.	Unavailable
plate01_A09_s000064	.	.	.	Unavailable
plate06_D07_s000531	.	.	.	Unavailable
plate04_E05_s000324	.	.	.	Unavailable
plate02_A07_s000144	.	.	.	Unavailable
plate01_D09_s000067	.	.	.	Unavailable
plate08_G01_s000678	.	.	.	Unavailable
plate07_A01_s000576	.	.	.	Unavailable
plate08_A12_s000760	.	.	.	Unavailable
plate04_B07_s000337	.	.	.	Unavailable
plate08_D05_s000707	.	.	.	Unavailable
plate04_E03_s000308	.	.	.	Unavailable
plate08_G03_s000694	.	.	.	Unavailable
plate09_B01_s000769	.	.	.	Unavailable
plate01_H07_s000055	.	.	.	Unavailable
plate06_C05_s000514	.	.	.	Unavailable
plate03_H11_s000279	.	.	.	Unavailable
plate02_E10_s000172	.	.	.	Unavailable
plate07_A02_s000584	.	.	.	Unavailable
plate06_F08_s000541	.	.	.	Unavailable
plate06_C09_s000546	.	.	.	Unavailable
plate10_D11_s000947	.	.	.	Unavailable
plate10_F05_s000901	.	.	.	Unavailable
plate06_H12_s000575	.	.	.	Unavailable
plate03_F01_s000197	.	.	.	Unavailable
plate02_H05_s000135	.	.	.	Unavailable
plate05_E05_s000420	.	.	.	Unavailable
plate10_F09_s000933	.	.	.	Unavailable
plate08_E11_s000756	.	.	.	Unavailable
plate07_A05_s000608	.	.	.	Unavailable
plate03_D07_s000243	.	.	.	Unavailable
plate01_E03_s000020	.	.	.	Unavailable
plate07_E03_s000596	.	.	.	Unavailable
plate02_A03_s000112	.	.	.	Unavailable
plate08_E12_s000764	.	.	.	Unavailable
plate03_G01_s000198	.	.	.	Unavailable
plate09_A06_s000808	.	.	.	Unavailable
plate07_G01_s000582	.	.	.	Unavailable
plate03_B11_s000273	.	.	.	Unavailable
plate04_A08_s000344	.	.	.	Unavailable
plate10_F06_s000909	.	.	.	Unavailable
plate09_B04_s000793	.	.	.	Unavailable
plate10_A06_s000904	.	.	.	Unavailable
plate07_C07_s000626	.	.	.	Unavailable
plate02_F05_s000133	.	.	.	Unavailable
plate08_B10_s000745	.	.	.	Unavailable
plate03_G11_s000278	.	.	.	Unavailable
plate02_E12_s000188	.	.	.	Unavailable
plate01_C10_s000074	.	.	.	Unavailable
plate07_D12_s000667	.	.	.	Unavailable
plate03_A12_s000280	.	.	.	Unavailable
plate03_G06_s000238	.	.	.	Unavailable
plate10_H01_s000871	.	.	.	Unavailable
plate09_G09_s000838	.	.	.	Unavailable
plate01_F08_s000061	.	.	.	Unavailable
plate10_G05_s000902	.	.	.	Unavailable
plate06_H07_s000535	.	.	.	Unavailable
plate08_G08_s000734	.	.	.	Unavailable
plate02_D11_s000179	.	.	.	Unavailable
plate02_H06_s000143	.	.	.	Unavailable
plate11_F04_s000989	.	.	.	Unavailable
plate06_G12_s000574	.	.	.	Unavailable
plate02_E09_s000164	.	.	.	Unavailable
plate03_G12_s000286	.	.	.	Unavailable
plate08_G06_s000718	.	.	.	Unavailable
plate02_E05_s000132	.	.	.	Unavailable
plate01_D08_s000059	.	.	.	Unavailable
plate09_B05_s000801	.	.	.	Unavailable
plate08_D08_s000731	.	.	.	Unavailable
plate09_F07_s000821	.	.	.	Unavailable
plate06_D10_s000555	.	.	.	Unavailable
plate08_F05_s000709	.	.	.	Unavailable
plate07_G06_s000622	.	.	.	Unavailable
plate09_C12_s000858	.	.	.	Unavailable
plate01_G08_s000062	.	.	.	Unavailable
plate08_C08_s000730	.	.	.	Unavailable
plate04_F05_s000325	.	.	.	Unavailable
plate05_E11_s000468	.	.	.	Unavailable
plate05_A04_s000408	.	.	.	Unavailable
plate07_D04_s000603	.	.	.	Unavailable
plate10_A11_s000944	.	.	.	Unavailable
plate05_D02_s000395	.	.	.	Unavailable
plate10_C04_s000890	.	.	.	Unavailable
plate03_H02_s000207	.	.	.	Unavailable
plate08_C07_s000722	.	.	.	Unavailable
plate05_H02_s000399	.	.	.	Unavailable
plate02_C06_s000138	.	.	.	Unavailable
plate06_G10_s000558	.	.	.	Unavailable
plate04_A11_s000368	.	.	.	Unavailable
plate03_E09_s000260	.	.	.	Unavailable
plate03_F05_s000229	.	.	.	Unavailable
plate10_H10_s000943	.	.	.	Unavailable
plate05_F06_s000429	.	.	.	Unavailable
plate03_B12_s000281	.	.	.	Unavailable
plate06_B08_s000537	.	.	.	Unavailable
plate08_B09_s000737	.	.	.	Unavailable
plate08_C01_s000674	.	.	.	Unavailable
plate04_G10_s000366	.	.	.	Unavailable
plate01_G06_s000046	.	.	.	Unavailable
plate07_H01_s000583	.	.	.	Unavailable
plate09_E07_s000820	.	.	.	Unavailable
plate09_E01_s000772	.	.	.	Unavailable
plate03_F11_s000277	.	.	.	Unavailable
plate01_F04_s000029	.	.	.	Unavailable
plate06_G04_s000510	.	.	.	Unavailable
plate10_E04_s000892	.	.	.	Unavailable
plate06_G02_s000494	.	.	.	Unavailable
plate08_A02_s000680	.	.	.	Unavailable
plate07_H07_s000631	.	.	.	Unavailable
plate02_H02_s000111	.	.	.	Unavailable
plate06_A06_s000520	.	.	.	Unavailable
plate02_B09_s000161	.	.	.	Unavailable
plate07_B08_s000633	.	.	.	Unavailable
plate01_A12_s000088	.	.	.	Unavailable
plate05_D05_s000419	.	.	.	Unavailable
plate02_C08_s000154	.	.	.	Unavailable
plate11_G03_s000982	.	.	.	Unavailable
plate10_B12_s000953	.	.	.	Unavailable
plate03_A10_s000264	.	.	.	Unavailable
plate10_F04_s000893	.	.	.	Unavailable
plate08_A03_s000688	.	.	.	Unavailable
plate06_E04_s000508	.	.	.	Unavailable
plate06_F10_s000557	.	.	.	Unavailable
plate10_F02_s000877	.	.	.	Unavailable
plate06_A09_s000544	.	.	.	Unavailable
plate01_E04_s000028	.	.	.	Unavailable
plate10_C11_s000946	.	.	.	Unavailable
plate08_C05_s000706	.	.	.	Unavailable
plate08_F01_s000677	.	.	.	Unavailable
plate06_H05_s000519	.	.	.	Unavailable
plate09_H01_s000775	.	.	.	Unavailable
plate03_H04_s000223	.	.	.	Unavailable
plate09_C07_s000818	.	.	.	Unavailable
plate07_E02_s000588	.	.	.	Unavailable
plate04_D11_s000371	.	.	.	Unavailable
plate10_E10_s000940	.	.	.	Unavailable
plate11_A02_s000968	.	.	.	Unavailable
plate01_H10_s000079	.	.	.	Unavailable
plate06_C07_s000530	.	.	.	Unavailable
plate08_F03_s000693	.	.	.	Unavailable
plate03_D09_s000259	.	.	.	Unavailable
plate09_B12_s000857	.	.	.	Unavailable
plate09_D05_s000803	.	.	.	Unavailable
plate08_G05_s000710	.	.	.	Unavailable
plate04_A12_s000376	.	.	.	Unavailable
plate09_F04_s000797	.	.	.	Unavailable
plate03_H03_s000215	.	.	.	Unavailable
plate09_A08_s000824	.	.	.	Unavailable
plate07_D01_s000579	.	.	.	Unavailable
plate04_E10_s000364	.	.	.	Unavailable
plate02_A01_s000096	.	.	.	Unavailable
plate01_D04_s000027	.	.	.	Unavailable
plate05_A01_s000384	.	.	.	Unavailable
plate02_E02_s000108	.	.	.	Unavailable
plate03_C05_s000226	.	.	.	Unavailable
plate09_E06_s000812	.	.	.	Unavailable
plate06_G03_s000502	.	.	.	Unavailable
plate07_C05_s000610	.	.	.	Unavailable
plate09_H07_s000823	.	.	.	Unavailable
plate06_B05_s000513	.	.	.	Unavailable
plate03_G10_s000270	.	.	.	Unavailable
plate02_D01_s000099	.	.	.	Unavailable
plate09_A11_s000848	.	.	.	Unavailable
plate09_A12_s000856	.	.	.	Unavailable
plate06_F05_s000517	.	.	.	Unavailable
plate01_E10_s000076	.	.	.	Unavailable
plate01_C12_s000090	.	.	.	Unavailable
plate10_B07_s000913	.	.	.	Unavailable
plate01_H12_s000095	.	.	.	Unavailable
plate04_E06_s000332	.	.	.	Unavailable
plate09_F10_s000845	.	.	.	Unavailable
plate06_D05_s000515	.	.	.	Unavailable
plate06_A03_s000496	.	.	.	Unavailable
plate02_D12_s000187	.	.	.	Unavailable
plate05_E08_s000444	.	.	.	Unavailable
plate05_G05_s000422	.	.	.	Unavailable
plate06_D08_s000539	.	.	.	Unavailable
plate04_F11_s000373	.	.	.	Unavailable
plate06_A05_s000512	.	.	.	Unavailable
plate08_B04_s000697	.	.	.	Unavailable
plate05_B02_s000393	.	.	.	Unavailable
plate10_C06_s000906	.	.	.	Unavailable
plate05_C09_s000450	.	.	.	Unavailable
plate04_D10_s000363	.	.	.	Unavailable
plate04_H05_s000327	.	.	.	Unavailable
plate10_A08_s000920	.	.	.	Unavailable
plate09_H10_s000847	.	.	.	Unavailable
plate03_H05_s000231	.	.	.	Unavailable
plate10_C09_s000930	.	.	.	Unavailable
plate02_G04_s000126	.	.	.	Unavailable
plate09_F01_s000773	.	.	.	Unavailable
plate11_B03_s000977	.	.	.	Unavailable
plate03_F10_s000269	.	.	.	Unavailable
plate01_H09_s000071	.	.	.	Unavailable
plate01_F10_s000077	.	.	.	Unavailable
plate02_B06_s000137	.	.	.	Unavailable
plate04_F04_s000317	.	.	.	Unavailable
plate06_F07_s000533	.	.	.	Unavailable
plate10_G08_s000926	.	.	.	Unavailable
plate09_G06_s000814	.	.	.	Unavailable
plate11_E01_s000964	.	.	.	Unavailable
plate03_B02_s000201	.	.	.	Unavailable
plate07_C10_s000650	.	.	.	Unavailable
plate05_D08_s000443	.	.	.	Unavailable
plate11_G01_s000966	.	.	.	Unavailable
plate07_G05_s000614	.	.	.	Unavailable
plate03_F09_s000261	.	.	.	Unavailable
plate04_E11_s000372	.	.	.	Unavailable
plate10_D05_s000899	.	.	.	Unavailable
plate06_F11_s000565	.	.	.	Unavailable
plate06_H01_s000487	.	.	.	Unavailable
plate11_E04_s000988	.	.	.	Unavailable
plate09_E11_s000852	.	.	.	Unavailable
plate03_C02_s000202	.	.	.	Unavailable
plate07_A03_s000592	.	.	.	Unavailable
plate04_E08_s000348	.	.	.	Unavailable
plate06_C12_s000570	.	.	.	Unavailable
plate09_H12_s000863	.	.	.	Unavailable
plate09_E10_s000844	.	.	.	Unavailable
plate08_F12_s000765	.	.	.	Unavailable
plate10_B06_s000905	.	.	.	Unavailable
plate03_A01_s000192	.	.	.	Unavailable
plate03_B08_s000249	.	.	.	Unavailable
plate03_D06_s000235	.	.	.	Unavailable
plate06_C04_s000506	.	.	.	Unavailable
plate10_E07_s000916	.	.	.	Unavailable
plate08_A10_s000744	.	.	.	Unavailable
plate03_B01_s000193	.	.	.	Unavailable
plate05_H04_s000415	.	.	.	Unavailable
plate08_C02_s000682	.	.	.	Unavailable
plate04_F02_s000301	.	.	.	Unavailable
plate07_A12_s000664	.	.	.	Unavailable
plate05_F08_s000445	.	.	.	Unavailable
plate10_H03_s000887	.	.	.	Unavailable
plate04_B01_s000289	.	.	.	Unavailable
plate03_F02_s000205	.	.	.	Unavailable
plate07_E07_s000628	.	.	.	Unavailable
plate02_B11_s000177	.	.	.	Unavailable
plate10_E12_s000956	.	.	.	Unavailable
plate06_H04_s000511	.	.	.	Unavailable
plate04_C04_s000314	.	.	.	Unavailable
plate09_F02_s000781	.	.	.	Unavailable
plate08_C12_s000762	.	.	.	Unavailable
plate01_F01_s000005	.	.	.	Unavailable
plate02_G09_s000166	.	.	.	Unavailable
plate10_F11_s000949	.	.	.	Unavailable
plate05_B11_s000465	.	.	.	Unavailable
plate07_B11_s000657	.	.	.	Unavailable
plate05_E04_s000412	.	.	.	Unavailable
plate02_H03_s000119	.	.	.	Unavailable
plate10_F01_s000869	.	.	.	Unavailable
plate08_F09_s000741	.	.	.	Unavailable
plate07_C12_s000666	.	.	.	Unavailable
plate07_G09_s000646	.	.	.	Unavailable
plate01_H01_s000007	.	.	.	Unavailable
plate06_E07_s000532	.	.	.	Unavailable
plate02_A10_s000168	.	.	.	Unavailable
plate02_D08_s000155	.	.	.	Unavailable
plate08_A06_s000712	.	.	.	Unavailable
plate08_F06_s000717	.	.	.	Unavailable
plate04_A06_s000328	.	.	.	Unavailable
plate03_A07_s000240	.	.	.	Unavailable
plate04_G05_s000326	.	.	.	Unavailable
plate04_C03_s000306	.	.	.	Unavailable
plate02_G02_s000110	.	.	.	Unavailable
plate10_H09_s000935	.	.	.	Unavailable
plate05_D12_s000475	.	.	.	Unavailable
plate08_A07_s000720	.	.	.	Unavailable
plate04_A03_s000304	.	.	.	Unavailable
plate06_G11_s000566	.	.	.	Unavailable
plate02_A08_s000152	.	.	.	Unavailable
plate05_A10_s000456	.	.	.	Unavailable
plate05_G02_s000398	.	.	.	Unavailable
plate04_G09_s000358	.	.	.	Unavailable
plate06_D12_s000571	.	.	.	Unavailable
plate03_D11_s000275	.	.	.	Unavailable
plate05_B12_s000473	.	.	.	Unavailable
plate06_E02_s000492	.	.	.	Unavailable
plate04_A09_s000352	.	.	.	Unavailable
plate02_C07_s000146	.	.	.	Unavailable
plate11_D01_s000963	.	.	.	Unavailable
plate02_B01_s000097	.	.	.	Unavailable
plate01_D11_s000083	.	.	.	Unavailable
plate09_C04_s000794	.	.	.	Unavailable
plate07_G12_s000670	.	.	.	Unavailable
plate09_E04_s000796	.	.	.	Unavailable
plate01_E06_s000044	.	.	.	Unavailable
plate10_E03_s000884	.	.	.	Unavailable
plate10_G10_s000942	.	.	.	Unavailable
plate05_H10_s000463	.	.	.	Unavailable
plate10_E11_s000948	.	.	.	Unavailable
plate10_C12_s000954	.	.	.	Unavailable
plate04_B11_s000369	.	.	.	Unavailable
plate05_E03_s000404	.	.	.	Unavailable
plate01_F11_s000085	.	.	.	Unavailable
plate05_D04_s000411	.	.	.	Unavailable
plate05_C04_s000410	.	.	.	Unavailable
plate04_G03_s000310	.	.	.	Unavailable
plate06_B12_s000569	.	.	.	Unavailable
plate05_A02_s000392	.	.	.	Unavailable
plate10_E09_s000932	.	.	.	Unavailable
plate03_A11_s000272	.	.	.	Unavailable
plate04_B10_s000361	.	.	.	Unavailable
plate10_B01_s000865	.	.	.	Unavailable
plate03_B03_s000209	.	.	.	Unavailable
plate10_F03_s000885	.	.	.	Unavailable
plate08_A01_s000672	.	.	.	Unavailable
plate09_D09_s000835	.	.	.	Unavailable
plate05_G06_s000430	.	.	.	Unavailable
plate04_H02_s000303	.	.	.	Unavailable
plate09_F06_s000813	.	.	.	Unavailable
plate04_E04_s000316	.	.	.	Unavailable
plate02_G01_s000102	.	.	.	Unavailable
plate05_A06_s000424	.	.	.	Unavailable
plate09_G03_s000790	.	.	.	Unavailable
plate01_B09_s000065	.	.	.	Unavailable
plate03_E08_s000252	.	.	.	Unavailable
plate01_F07_s000053	.	.	.	Unavailable
plate03_E05_s000228	.	.	.	Unavailable
plate05_C07_s000434	.	.	.	Unavailable
plate01_D10_s000075	.	.	.	Unavailable
plate10_F10_s000941	.	.	.	Unavailable
plate05_A12_s000472	.	.	.	Unavailable
plate07_H03_s000599	.	.	.	Unavailable
plate03_B07_s000241	.	.	.	Unavailable
plate04_C01_s000290	.	.	.	Unavailable
plate02_F06_s000141	.	.	.	Unavailable
plate02_E07_s000148	.	.	.	Unavailable
plate10_D04_s000891	.	.	.	Unavailable
plate07_B02_s000585	.	.	.	Unavailable
plate03_F12_s000285	.	.	.	Unavailable
plate02_G08_s000158	.	.	.	Unavailable
plate03_B06_s000233	.	.	.	Unavailable
plate09_E08_s000828	.	.	.	Unavailable
plate07_A06_s000616	.	.	.	Unavailable
plate01_B03_s000017	.	.	.	Unavailable
plate04_C08_s000346	.	.	.	Unavailable
plate08_B05_s000705	.	.	.	Unavailable
plate02_E04_s000124	.	.	.	Unavailable
plate10_G12_s000958	.	.	.	Unavailable
plate03_H08_s000255	.	.	.	Unavailable
plate08_H03_s000695	.	.	.	Unavailable
plate01_C02_s000010	.	.	.	Unavailable
plate10_C01_s000866	.	.	.	Unavailable
plate09_B08_s000825	.	.	.	Unavailable
plate09_D12_s000859	.	.	.	Unavailable
plate05_B09_s000449	.	.	.	Unavailable
plate09_D06_s000811	.	.	.	Unavailable
plate01_A07_s000048	.	.	.	Unavailable
plate08_C04_s000698	.	.	.	Unavailable
plate11_E02_s000972	.	.	.	Unavailable
plate09_G12_s000862	.	.	.	Unavailable
plate05_B10_s000457	.	.	.	Unavailable
plate03_C03_s000210	.	.	.	Unavailable
plate09_F08_s000829	.	.	.	Unavailable
plate04_A02_s000296	.	.	.	Unavailable
plate04_G08_s000350	.	.	.	Unavailable
plate08_E03_s000692	.	.	.	Unavailable
plate07_G02_s000590	.	.	.	Unavailable
plate04_D09_s000355	.	.	.	Unavailable
plate04_F08_s000349	.	.	.	Unavailable
plate01_B05_s000033	.	.	.	Unavailable
plate01_G10_s000078	.	.	.	Unavailable
plate10_B03_s000881	.	.	.	Unavailable
plate01_C08_s000058	.	.	.	Unavailable
plate05_E07_s000436	.	.	.	Unavailable
plate07_B06_s000617	.	.	.	Unavailable
plate03_D01_s000195	.	.	.	Unavailable
plate02_C01_s000098	.	.	.	Unavailable
plate11_A04_s000984	.	.	.	Unavailable
plate08_A09_s000736	.	.	.	Unavailable
plate02_A04_s000120	.	.	.	Unavailable
plate08_E07_s000724	.	.	.	Unavailable
plate02_B04_s000121	.	.	.	Unavailable
plate10_D06_s000907	.	.	.	Unavailable
plate04_H07_s000343	.	.	.	Unavailable
plate10_C08_s000922	.	.	.	Unavailable
plate04_E07_s000340	.	.	.	Unavailable
plate05_D03_s000403	.	.	.	Unavailable
plate07_C06_s000618	.	.	.	Unavailable
plate11_G04_s000990	.	.	.	Unavailable
plate01_C11_s000082	.	.	.	Unavailable
plate03_C07_s000242	.	.	.	Unavailable
plate06_A02_s000488	.	.	.	Unavailable
plate06_A12_s000568	.	.	.	Unavailable
plate03_B10_s000265	.	.	.	Unavailable
plate05_E12_s000476	.	.	.	Unavailable
plate02_C09_s000162	.	.	.	Unavailable
plate02_A09_s000160	.	.	.	Unavailable
plate02_F03_s000117	.	.	.	Unavailable
plate01_E11_s000084	.	.	.	Unavailable
plate07_F01_s000581	.	.	.	Unavailable
plate07_F11_s000661	.	.	.	Unavailable
plate07_F03_s000597	.	.	.	Unavailable
plate09_A09_s000832	.	.	.	Unavailable
plate06_B07_s000529	.	.	.	Unavailable
plate11_H02_s000975	.	.	.	Unavailable
plate07_B09_s000641	.	.	.	Unavailable
plate02_C11_s000178	.	.	.	Unavailable
plate06_F03_s000501	.	.	.	Unavailable
plate11_A03_s000976	.	.	.	Unavailable
plate05_G12_s000478	.	.	.	Unavailable
plate11_H01_s000967	.	.	.	Unavailable
plate03_G05_s000230	.	.	.	Unavailable
plate10_H12_s000959	.	.	.	Unavailable
plate10_G03_s000886	.	.	.	Unavailable
plate02_F11_s000181	.	.	.	Unavailable
plate10_C05_s000898	.	.	.	Unavailable
plate04_G04_s000318	.	.	.	Unavailable
plate04_A05_s000320	.	.	.	Unavailable
plate04_D12_s000379	.	.	.	Unavailable
plate03_G02_s000206	.	.	.	Unavailable
plate03_H06_s000239	.	.	.	Unavailable
plate05_H11_s000471	.	.	.	Unavailable
plate05_C05_s000418	.	.	.	Unavailable
plate08_H06_s000719	.	.	.	Unavailable
plate05_H05_s000423	.	.	.	Unavailable
plate01_B08_s000057	.	.	.	Unavailable
plate02_D06_s000139	.	.	.	Unavailable
plate10_D02_s000875	.	.	.	Unavailable
plate10_F12_s000957	.	.	.	Unavailable
plate10_F07_s000917	.	.	.	Unavailable
plate02_G12_s000190	.	.	.	Unavailable
plate01_B10_s000073	.	.	.	Unavailable
plate08_C09_s000738	.	.	.	Unavailable
plate06_B10_s000553	.	.	.	Unavailable
plate07_G03_s000598	.	.	.	Unavailable
plate01_D12_s000091	.	.	.	Unavailable
plate08_F10_s000749	.	.	.	Unavailable
plate07_H06_s000623	.	.	.	Unavailable
plate06_F01_s000485	.	.	.	Unavailable
plate07_H10_s000655	.	.	.	Unavailable
plate02_B10_s000169	.	.	.	Unavailable
plate06_D11_s000563	.	.	.	Unavailable
plate01_B04_s000025	.	.	.	Unavailable
plate08_H04_s000703	.	.	.	Unavailable
plate05_H07_s000439	.	.	.	Unavailable
plate07_E12_s000668	.	.	.	Unavailable
plate03_C04_s000218	.	.	.	Unavailable
plate08_B08_s000729	.	.	.	Unavailable
plate04_A10_s000360	.	.	.	Unavailable
plate09_H11_s000855	.	.	.	Unavailable
plate09_G01_s000774	.	.	.	Unavailable
plate10_D07_s000915	.	.	.	Unavailable
plate01_B12_s000089	.	.	.	Unavailable
plate05_A05_s000416	.	.	.	Unavailable
plate09_A04_s000792	.	.	.	Unavailable
plate07_G11_s000662	.	.	.	Unavailable
plate02_D02_s000107	.	.	.	Unavailable
plate10_D08_s000923	.	.	.	Unavailable
plate04_C07_s000338	.	.	.	Unavailable
