sample	xhet	inferred	supplied
s000175	0.428571	2	2
s000176	0.000000	1	1
s000177	0.000000	1	1
s000178	0.025000	1	1
s000179	0.000000	1	1
s000180	0.309524	2	2
s000181	0.238095	2	2
s000182	0.341463	2	2
s000183	0.023256	1	1
s000184	0.023256	1	1
s000185	0.000000	1	1
s000186	0.225000	2	2
s000187	0.022727	1	1
s000188	0.292683	2	2
s000189	0.214286	2	2
s000190	0.292683	2	2
s000191	0.250000	2	2
s000192	0.261905	2	2
s000193	0.050000	1	1
s000194	0.272727	2	2
s000195	0.051282	1	1
s000196	0.000000	1	1
s000197	0.000000	1	1
s000198	0.261905	2	2
s000199	0.214286	2	2
s000200	0.022727	1	1
s000201	0.022727	1	1
s000202	0.045455	1	1
s000203	0.292683	2	2
s000204	0.214286	2	2
s000205	0.024390	1	1
s000206	0.023810	1	1
s000207	0.250000	2	2
s000208	0.047619	1	1
s000209	0.243902	2	2
s000210	0.024390	1	1
s000211	0.023256	1	1
s000212	0.238095	2	2
s000213	0.047619	1	1
s000214	0.282051	2	2
s000215	0.219512	2	2
s000216	0.256410	2	2
s000217	0.214286	2	2
s000218	0.023256	1	1
s000219	0.023810	1	1
s000220	0.023256	1	1
s000221	0.170732	2	2
s000222	0.358974	2	2
s000223	0.250000	2	2
s000224	0.000000	1	1
s000225	0.047619	1	1
s000226	0.000000	1	1
s000227	0.000000	1	1
s000228	0.121951	0	2
s000229	0.181818	2	2
s000230	0.357143	2	2
s000231	0.000000	1	1
s000232	0.073171	1	1
s000233	0.268293	2	2
s000234	0.348837	2	2
s000235	0.285714	2	2
s000236	0.190476	2	2
s000237	0.186047	2	2
s000238	0.275000	2	2
s000239	0.225000	2	2
s000240	0.069767	1	1
s000241	0.209302	2	2
s000242	0.022727	1	1
s000243	0.000000	1	1
s000244	0.243902	2	2
s000245	0.238095	2	2
s000246	0.000000	1	1
s000247	0.000000	1	1
s000248	0.024390	1	1
s000249	0.302326	2	2
s000250	0.000000	1	1
s000251	0.190476	2	2
s000252	0.307692	2	2
s000253	0.045455	1	1
s000254	0.024390	1	1
s000255	0.255814	2	2
s000256	0.325581	2	2
s000257	0.232558	2	2
s000258	0.000000	1	1
s000259	0.150000	0	2
s000260	0.023810	1	1
s000261	0.166667	2	2
s000262	0.162791	2	2
s000263	0.047619	1	1
s000264	0.309524	2	2
s000265	0.375000	2	2
s000266	0.333333	2	2
s000267	0.095238	1	2
s000268	0.000000	1	1
s000269	0.166667	2	2
s000270	0.204545	2	2
s000271	0.000000	1	1
s000272	0.292683	2	2
s000273	0.000000	1	1
s000274	0.000000	1	1
s000275	0.285714	2	2
s000276	0.190476	2	2
s000277	0.166667	2	2
s000278	0.022727	1	1
s000279	0.000000	1	1
s000280	0.309524	2	2
s000281	0.000000	1	1
s000282	0.279070	2	2
s000283	0.000000	1	1
s000284	0.190476	2	2
s000285	0.000000	1	1
s000286	0.000000	1	1
s000287	0.000000	1	1
s000288	0.261905	2	2
s000289	0.162791	2	2
s000290	0.000000	1	1
s000291	0.024390	1	1
s000292	0.325581	2	2
s000293	0.045455	1	1
s000294	0.023810	1	1
s000295	0.302326	2	2
s000296	0.023256	1	1
s000297	0.243902	2	2
s000298	0.024390	1	1
s000299	0.022727	1	1
s000300	0.136364	0	2
s000301	0.146341	0	2
s000302	0.166667	2	2
s000303	0.048780	1	1
s000304	0.000000	1	1
s000305	0.162791	2	2
s000306	0.025000	1	1
s000307	0.125000	0	2
s000308	0.073171	1	2
s000309	0.024390	1	1
s000310	0.000000	1	1
s000311	0.300000	2	2
s000312	0.000000	1	1
s000313	0.232558	2	2
s000314	0.285714	2	2
s000315	0.000000	1	1
s000316	0.023810	1	1
s000317	0.000000	1	1
s000318	0.209302	2	2
s000319	0.209302	2	2
s000320	0.024390	1	1
s000321	0.268293	2	2
s000322	0.250000	2	2
s000323	0.048780	1	1
s000324	0.023810	1	1
s000325	0.170732	2	2
s000326	0.209302	2	2
s000327	0.136364	0	2
s000328	0.047619	1	1
s000329	0.000000	1	1
s000330	0.000000	1	1
s000331	0.000000	1	1
s000332	0.076923	1	1
s000333	0.050000	1	1
s000334	0.023810	1	1
s000335	0.238095	2	2
s000336	0.214286	2	2
s000337	0.279070	2	2
s000338	0.428571	2	2
s000339	0.325000	2	2
s000340	0.227273	2	2
s000341	0.000000	1	1
s000342	0.000000	1	1
s000343	0.000000	1	1
s000344	0.023810	1	1
s000345	0.023256	1	1
s000346	0.375000	2	2
s000347	0.023810	1	1
s000348	0.000000	1	1
s000349	0.023810	1	1
s000350	0.023810	1	1
s000351	0.255814	2	2
s000352	0.181818	2	2
s000353	0.000000	1	1
s000354	0.261905	2	2
s000355	0.219512	2	2
s000356	0.050000	1	1
s000357	0.000000	1	1
s000358	0.023256	1	1
s000359	0.214286	2	2
s000360	0.279070	2	2
s000361	0.000000	1	1
s000362	0.023810	1	1
s000363	0.023256	1	1
s000364	0.190476	2	2
s000365	0.139535	0	2
s000366	0.045455	1	1
s000367	0.023810	1	1
s000368	0.214286	2	2
s000369	0.000000	1	1
s000370	0.162791	2	2
s000371	0.047619	1	1
s000372	0.285714	2	2
s000373	0.071429	1	1
s000374	0.279070	2	2
s000375	0.261905	2	2
s000376	0.024390	1	1
s000377	0.450000	2	2
s000378	0.047619	1	1
s000379	0.023810	1	1
s000380	0.170732	2	2
s000381	0.268293	2	2
s000382	0.025000	1	1
s000383	0.000000	1	1
s000384	0.325000	2	2
s000385	0.000000	1	1
s000386	0.317073	2	2
s000387	0.139535	0	2
s000388	0.214286	2	2
s000389	0.179487	2	2
s000390	0.090909	1	2
s000391	0.000000	1	1
s000392	0.000000	1	1
s000393	0.024390	1	1
s000394	0.022727	1	1
s000395	0.000000	1	1
s000396	0.048780	1	1
s000397	0.333333	2	2
s000398	0.261905	2	2
s000399	0.268293	2	2
s000400	0.341463	2	2
s000401	0.227273	2	2
s000402	0.023810	1	1
s000403	0.023256	1	1
s000404	0.390244	2	2
s000405	0.024390	1	1
s000406	0.023810	1	1
s000407	0.000000	1	1
s000408	0.275000	2	2
s000409	0.186047	2	2
s000410	0.214286	2	2
s000411	0.186047	2	2
s000412	0.000000	1	1
s000413	0.023256	1	1
s000414	0.275000	2	2
s000415	0.238095	2	2
s000416	0.023810	1	1
s000417	0.166667	2	2
s000418	0.325000	2	2
s000419	0.153846	2	2
s000420	0.317073	2	2
s000421	0.309524	2	2
s000422	0.285714	2	2
s000423	0.000000	1	1
s000424	0.023256	1	1
s000425	0.125000	0	2
s000426	0.230769	2	2
s000427	0.023256	1	1
s000428	0.170732	2	2
s000429	0.000000	1	1
s000430	0.116279	0	2
s000431	0.357143	2	2
s000432	0.250000	2	2
s000433	0.000000	1	1
s000434	0.275000	2	2
s000435	0.000000	1	1
s000436	0.116279	0	2
s000437	0.357143	2	2
s000438	0.000000	1	1
s000439	0.000000	1	1
s000440	0.000000	1	1
s000441	0.113636	0	2
s000442	0.000000	1	1
s000443	0.000000	1	1
s000444	0.023256	1	1
s000445	0.300000	2	2
s000446	0.000000	1	1
s000447	0.333333	2	2
s000448	0.238095	2	2
s000449	0.023810	1	1
s000450	0.023810	1	1
s000451	0.285714	2	2
s000452	0.142857	0	2
s000453	0.023256	1	1
s000454	0.000000	1	1
s000455	0.000000	1	1
s000456	0.000000	1	1
s000457	0.243902	2	2
s000458	0.000000	1	1
s000459	0.190476	2	2
s000460	0.023256	1	1
s000461	0.000000	1	1
s000462	0.023810	1	1
s000463	0.046512	1	1
s000464	0.050000	1	1
s000465	0.000000	1	1
s000466	0.024390	1	1
s000467	0.175000	2	2
s000468	0.093023	1	1
s000469	0.166667	2	2
s000470	0.348837	2	2
s000471	0.000000	1	1
s000472	0.071429	1	1
s000473	0.046512	1	1
s000474	0.000000	1	1
s000475	0.000000	1	1
s000476	0.000000	1	1
s000477	0.325000	2	2
s000478	0.261905	2	2
s000479	0.146341	0	2
s000480	0.357143	2	2
s000481	0.186047	2	2
s000482	0.023810	1	1
s000483	0.022727	1	1
s000484	0.204545	2	2
s000485	0.024390	1	1
s000486	0.000000	1	1
s000487	0.190476	2	2
s000488	0.232558	2	2
s000489	0.279070	2	2
s000490	0.261905	2	2
s000491	0.023810	1	1
s000492	0.232558	2	2
s000493	0.000000	1	1
s000494	0.046512	1	1
s000495	0.166667	2	2
s000496	0.000000	1	1
s000497	0.295455	2	2
s000498	0.000000	1	1
s000499	0.046512	1	1
s000500	0.119048	0	2
s000501	0.025641	1	1
s000502	0.000000	1	1
s000503	0.292683	2	2
s000504	0.000000	1	1
s000505	0.255814	2	2
s000506	0.046512	1	1
s000507	0.268293	2	2
s000508	0.232558	2	2
s000509	0.023810	1	1
s000510	0.209302	2	2
s000511	0.023256	1	1
s000512	0.000000	1	1
s000513	0.195122	2	2
s000514	0.000000	1	1
s000515	0.309524	2	2
s000516	0.000000	1	1
s000517	0.139535	0	2
s000518	0.341463	2	2
s000519	0.261905	2	2
s000520	0.190476	2	2
s000521	0.097561	1	1
s000522	0.000000	1	1
s000523	0.195122	2	2
s000524	0.162791	2	2
s000525	0.250000	2	2
s000526	0.428571	2	2
s000527	0.318182	2	2
s000528	0.255814	2	2
s000529	0.275000	2	2
s000530	0.025000	1	1
s000531	0.219512	2	2
s000532	0.025000	1	1
s000533	0.024390	1	1
s000534	0.232558	2	2
s000535	0.048780	1	1
s000536	0.275000	2	2
s000537	0.195122	2	2
s000538	0.414634	2	2
s000539	0.261905	2	2
s000540	0.000000	1	1
s000541	0.023256	1	1
s000542	0.295455	2	2
s000543	0.023810	1	1
s000544	0.000000	1	1
s000545	0.295455	2	2
s000546	0.227273	2	2
s000547	0.341463	2	2
s000548	0.068182	1	1
s000549	0.292683	2	2
s000550	0.000000	1	1
s000551	0.142857	0	2
s000552	0.243902	2	2
s000553	0.181818	2	2
s000554	0.463415	2	2
s000555	0.023256	1	1
s000556	0.232558	2	2
s000557	0.025000	1	1
s000558	0.025641	1	1
s000559	0.357143	2	2
s000560	0.302326	2	2
s000561	0.046512	1	1
s000562	0.159091	2	2
s000563	0.255814	2	2
s000564	0.162791	2	2
s000565	0.000000	1	1
s000566	0.000000	1	1
s000567	0.261905	2	2
s000568	0.046512	1	1
s000569	0.285714	2	2
s000570	0.000000	1	1
s000571	0.000000	1	1
s000572	0.024390	1	1
s000573	0.025000	1	1
s000574	0.023256	1	1
s000575	0.047619	1	1
s000576	0.024390	1	1
s000577	0.157895	2	2
s000578	0.119048	0	2
s000579	0.000000	1	1
s000580	0.261905	2	2
s000581	0.209302	2	2
s000582	0.023810	1	1
s000583	0.181818	2	2
s000584	0.255814	2	2
s000585	0.255814	2	2
s000586	0.309524	2	2
s000587	0.000000	1	1
s000588	0.232558	2	2
s000589	0.325581	2	2
s000590	0.162791	2	2
s000591	0.302326	2	2
s000592	0.026316	1	1
s000593	0.000000	1	1
s000594	0.302326	2	2
s000595	0.279070	2	2
s000596	0.000000	1	1
s000597	0.230769	2	2
s000598	0.000000	1	1
s000599	0.045455	1	1
s000600	0.275000	2	2
s000601	0.000000	1	1
s000602	0.116279	0	2
s000603	0.046512	1	1
s000604	0.000000	1	1
s000605	0.000000	1	1
s000606	0.023810	1	1
s000607	0.047619	1	1
s000608	0.023256	1	1
s000609	0.170732	2	2
s000610	0.071429	1	1
s000611	0.000000	1	1
s000612	0.000000	1	1
s000613	0.186047	2	2
s000614	0.261905	2	2
s000615	0.023256	1	1
s000616	0.162791	2	2
s000617	0.190476	2	2
s000618	0.243902	2	2
s000619	0.232558	2	2
s000620	0.000000	1	1
s000621	0.243902	2	2
s000622	0.047619	1	1
s000623	0.465116	2	2
s000624	0.000000	1	1
s000625	0.186047	2	2
s000626	0.227273	2	2
s000627	0.000000	1	1
s000628	0.023810	1	1
s000629	0.261905	2	2
s000630	0.047619	1	1
s000631	0.279070	2	2
s000632	0.204545	2	2
s000633	0.000000	1	1
s000634	0.410256	2	2
s000635	0.000000	1	1
s000636	0.023256	1	1
s000637	0.024390	1	1
s000638	0.050000	1	1
s000639	0.292683	2	2
s000640	0.302326	2	2
s000641	0.023256	1	1
s000642	0.000000	1	1
s000643	0.348837	2	2
s000644	0.390244	2	2
s000645	0.000000	1	1
s000646	0.000000	1	1
s000647	0.232558	2	2
s000648	0.023810	1	1
s000649	0.268293	2	2
s000650	0.023256	1	1
s000651	0.225000	2	2
s000652	0.023256	1	1
s000653	0.162791	2	2
s000654	0.238095	2	2
s000655	0.256410	2	2
s000656	0.023810	1	1
s000657	0.302326	2	2
s000658	0.219512	2	2
s000659	0.023810	1	1
s000660	0.209302	2	2
s000661	0.243902	2	2
s000662	0.162791	2	2
s000663	0.022727	1	1
s000664	0.000000	1	1
s000665	0.190476	2	2
s000666	0.000000	1	1
s000667	0.295455	2	2
s000668	0.363636	2	2
s000669	0.000000	1	1
s000670	0.285714	2	2
s000671	0.232558	2	2
s000672	0.190476	2	2
s000673	0.279070	2	2
s000674	0.279070	2	2
s000675	0.243902	2	2
s000676	0.159091	2	2
s000677	0.302326	2	2
s000678	0.000000	1	1
s000679	0.302326	2	2
s000680	0.292683	2	2
s000681	0.000000	1	1
s000682	0.325581	2	2
s000683	0.047619	1	1
s000684	0.358974	2	2
s000685	0.357143	2	2
s000686	0.232558	2	2
s000687	0.023256	1	1
s000688	0.000000	1	1
s000689	0.261905	2	2
s000690	0.048780	1	1
s000691	0.261905	2	2
s000692	0.214286	2	2
s000693	0.045455	1	1
s000694	0.000000	1	1
s000695	0.000000	1	1
s000696	0.279070	2	2
s000697	0.000000	1	1
s000698	0.214286	2	2
s000699	0.046512	1	1
s000700	0.272727	2	2
s000701	0.000000	1	1
s000702	0.000000	1	1
s000703	0.195122	2	2
s000704	0.225000	2	2
s000705	0.238095	2	2
s000706	0.000000	1	1
s000707	0.000000	1	1
s000708	0.195122	2	2
s000709	0.214286	2	2
s000710	0.300000	2	2
s000711	0.300000	2	2
s000712	0.279070	2	2
s000713	0.000000	1	1
s000714	0.255814	2	2
s000715	0.000000	1	1
s000716	0.090909	1	1
s000717	0.000000	1	1
s000718	0.340909	2	2
s000719	0.136364	0	2
s000720	0.023256	1	1
s000721	0.000000	1	1
s000722	0.025641	1	1
s000723	0.047619	1	1
s000724	0.000000	1	1
s000725	0.024390	1	1
s000726	0.000000	1	1
s000727	0.333333	2	2
s000728	0.186047	2	2
s000729	0.095238	1	1
s000730	0.285714	2	2
s000731	0.272727	2	2
s000732	0.209302	2	2
s000733	0.025000	1	1
s000734	0.023256	1	1
s000735	0.022727	1	1
s000736	0.142857	0	2
s000737	0.000000	1	1
s000738	0.340909	2	2
s000739	0.000000	1	1
s000740	0.261905	2	2
s000741	0.000000	1	1
s000742	0.250000	2	2
s000743	0.050000	1	1
s000744	0.023810	1	1
s000745	0.000000	1	1
s000746	0.275000	2	2
s000747	0.024390	1	1
s000748	0.279070	2	2
s000749	0.023810	1	1
s000750	0.275000	2	2
s000751	0.268293	2	2
s000752	0.318182	2	2
s000753	0.162791	2	2
s000754	0.170732	2	2
s000755	0.025000	1	1
s000756	0.000000	1	1
s000757	0.023256	1	1
s000758	0.300000	2	2
s000759	0.000000	1	1
s000760	0.000000	1	1
s000761	0.052632	1	1
s000762	0.051282	1	1
s000763	0.325581	2	2
s000764	0.116279	0	2
s000765	0.279070	2	2
s000766	0.261905	2	2
s000767	0.046512	1	1
s000768	0.047619	1	1
s000769	0.263158	2	2
s000770	0.238095	2	2
s000771	0.232558	2	2
s000772	0.023810	1	1
s000773	0.000000	1	1
s000774	0.285714	2	2
s000775	0.023810	1	1
s000776	0.000000	1	1
s000777	0.024390	1	1
s000778	0.024390	1	1
s000779	0.410256	2	2
s000780	0.214286	2	2
s000781	0.000000	1	1
s000782	0.195122	2	2
s000783	0.190476	2	2
s000784	0.046512	1	1
s000785	0.333333	2	2
s000786	0.048780	1	1
s000787	0.023810	1	1
s000788	0.318182	2	2
s000789	0.022727	1	1
s000790	0.000000	1	1
s000791	0.227273	2	2
s000792	0.023810	1	1
s000793	0.309524	2	2
s000794	0.073171	1	1
s000795	0.069767	1	1
s000796	0.000000	1	1
s000797	0.219512	2	2
s000798	0.022727	1	1
s000799	0.214286	2	2
s000800	0.195122	2	2
s000801	0.022727	1	1
s000802	0.181818	2	2
s000803	0.279070	2	2
s000804	0.048780	1	1
s000805	0.250000	2	2
s000806	0.250000	2	2
s000807	0.000000	1	1
s000808	0.000000	1	1
s000809	0.302326	2	2
s000810	0.285714	2	2
s000811	0.000000	1	1
s000812	0.023810	1	1
s000813	0.159091	2	2
s000814	0.000000	1	1
s000815	0.325581	2	2
s000816	0.024390	1	1
s000817	0.243902	2	2
s000818	0.000000	1	1
s000819	0.204545	2	2
s000820	0.000000	1	1
s000821	0.023256	1	1
s000822	0.279070	2	2
s000823	0.333333	2	2
s000824	0.279070	2	2
s000825	0.023256	1	1
s000826	0.428571	2	2
s000827	0.097561	1	2
s000828	0.348837	2	2
s000829	0.279070	2	2
s000830	0.209302	2	2
s000831	0.000000	1	1
s000832	0.186047	2	2
s000833	0.209302	2	2
s000834	0.279070	2	2
s000835	0.272727	2	2
s000836	0.051282	1	1
s000837	0.372093	2	2
s000838	0.000000	1	1
s000839	0.341463	2	2
s000840	0.000000	1	1
s000841	0.186047	2	2
s000842	0.225000	2	2
s000843	0.071429	1	1
s000844	0.024390	1	1
s000845	0.255814	2	2
s000846	0.000000	1	1
s000847	0.302326	2	2
s000848	0.047619	1	1
s000849	0.000000	1	1
s000850	0.000000	1	1
s000851	0.190476	2	2
s000852	0.000000	1	1
s000853	0.295455	2	2
s000854	0.186047	2	2
s000855	0.000000	1	1
s000856	0.026316	1	1
s000857	0.142857	0	2
s000858	0.046512	1	1
s000859	0.195122	2	2
s000860	0.209302	2	2
s000861	0.348837	2	2
s000862	0.024390	1	1
s000863	0.000000	1	1
s000864	0.181818	2	2
s000865	0.205128	2	2
s000866	0.309524	2	2
s000867	0.227273	2	2
s000868	0.023256	1	1
s000869	0.348837	2	2
s000870	0.121951	0	2
s000871	0.047619	1	1
s000872	0.209302	2	2
s000873	0.232558	2	2
s000874	0.279070	2	2
s000875	0.000000	1	1
s000876	0.255814	2	2
s000877	0.025000	1	1
s000878	0.000000	1	1
s000879	0.255814	2	2
s000880	0.025000	1	1
s000881	0.121951	0	2
s000882	0.219512	2	2
s000883	0.227273	2	2
s000884	0.047619	1	1
s000885	0.142857	0	2
s000886	0.225000	2	2
s000887	0.000000	1	1
s000888	0.068182	1	1
s000889	0.317073	2	2
s000890	0.279070	2	2
s000891	0.025641	1	1
s000892	0.380952	2	2
s000893	0.272727	2	2
s000894	0.023810	1	1
s000895	0.255814	2	2
s000896	0.309524	2	2
s000897	0.022727	1	1
s000898	0.000000	1	1
s000899	0.024390	1	1
s000900	0.023810	1	1
s000901	0.023256	1	1
s000902	0.225000	2	2
s000903	0.073171	1	1
s000904	0.022727	1	1
s000905	0.302326	2	2
s000906	0.232558	2	2
s000907	0.000000	1	1
s000908	0.045455	1	1
s000909	0.000000	1	1
s000910	0.071429	1	1
s000911	0.000000	1	1
s000912	0.047619	1	1
s000913	0.318182	2	2
s000914	0.000000	1	1
s000915	0.023256	1	1
s000916	0.190476	2	2
s000917	0.452381	2	2
s000918	0.285714	2	2
s000919	0.209302	2	2
s000920	0.268293	2	2
s000921	0.000000	1	1
s000922	0.200000	2	2
s000923	0.022727	1	1
s000924	0.317073	2	2
s000925	0.000000	1	1
s000926	0.195122	2	2
s000927	0.046512	1	1
s000928	0.000000	1	1
s000929	0.214286	2	2
s000930	0.214286	2	2
s000931	0.024390	1	1
s000932	0.363636	2	2
s000933	0.023256	1	1
s000934	0.162791	2	2
s000935	0.000000	1	1
s000936	0.209302	2	2
s000937	0.166667	2	2
s000938	0.000000	1	1
s000939	0.095238	1	2
s000940	0.309524	2	2
s000941	0.227273	2	2
s000942	0.024390	1	1
s000943	0.000000	1	1
s000944	0.200000	2	2
s000945	0.022727	1	1
s000946	0.365854	2	2
s000947	0.238095	2	2
s000948	0.210526	2	2
s000949	0.279070	2	2
s000950	0.023256	1	1
s000951	0.000000	1	1
s000952	0.023810	1	1
s000953	0.024390	1	1
s000954	0.255814	2	2
s000955	0.121951	0	2
s000956	0.069767	1	1
s000957	0.023810	1	1
s000958	0.046512	1	1
s000959	0.000000	1	1
s000960	0.000000	1	1
s000961	0.166667	2	2
s000962	0.238095	2	2
s000963	0.075000	1	2
s000964	0.243902	2	2
s000965	0.181818	2	2
s000966	0.333333	2	2
s000967	0.282051	2	2
s000968	0.047619	1	1
s000969	0.268293	2	2
s000970	0.214286	2	2
s000971	0.238095	2	2
s000972	0.000000	1	1
s000973	0.279070	2	2
s000974	0.046512	1	1
s000975	0.025641	1	1
s000976	0.295455	2	2
s000977	0.238095	2	2
s000978	0.150000	0	2
s000979	0.357143	2	2
s000980	0.000000	1	1
s000981	0.162791	2	2
s000982	0.309524	2	2
s000983	0.209302	2	2
s000984	0.243902	2	2
s000985	0.255814	2	2
s000986	0.048780	1	1
s000987	0.142857	0	2
s000988	0.232558	2	2
s000989	0.279070	2	2
s000990	0.023810	1	1
s000991	0.238095	2	2
s000992	0.275000	2	2
s000993	0.300000	2	2
s000994	0.162791	2	2
